,2OfficeDoor,timestamp
8,PRESENT,2022-03-18 15:16:08.623000+01:00
9,NOT_PRESENT,2022-03-18 15:16:14.689000+01:00
0,PRESENT,2022-03-19 19:00:58.197000+01:00
1,NOT_PRESENT,2022-03-19 19:28:56.449000+01:00
0,PRESENT,2022-03-23 16:18:27.768000+01:00
1,NOT_PRESENT,2022-03-23 18:58:15.528000+01:00
0,PRESENT,2022-03-23 21:41:33.426000+01:00
1,NOT_PRESENT,2022-03-24 08:37:03.363000+01:00
2,PRESENT,2022-03-24 11:23:10.460000+01:00
3,NOT_PRESENT,2022-03-24 16:37:40.483000+01:00
0,PRESENT,2022-03-26 12:26:57.640000+01:00
1,NOT_PRESENT,2022-03-26 12:31:32.440000+01:00
2,PRESENT,2022-03-26 12:31:41.017000+01:00
0,NOT_PRESENT,2022-03-26 21:36:59.510000+01:00
1,PRESENT,2022-03-27 10:41:28.663000+02:00
2,NOT_PRESENT,2022-03-27 11:13:43.850000+02:00
3,PRESENT,2022-03-27 11:42:29.305000+02:00
4,NOT_PRESENT,2022-03-27 12:07:58.699000+02:00
5,PRESENT,2022-03-27 12:08:07.276000+02:00
6,NOT_PRESENT,2022-03-27 12:31:28.719000+02:00
7,PRESENT,2022-03-27 18:57:47.559000+02:00
0,NOT_PRESENT,2022-03-28 00:28:18.350000+02:00
1,PRESENT,2022-03-28 20:04:23.546000+02:00
2,NOT_PRESENT,2022-03-28 20:12:34.149000+02:00
3,PRESENT,2022-03-28 20:13:26.196000+02:00
4,NOT_PRESENT,2022-03-28 20:26:28.636000+02:00
5,PRESENT,2022-03-28 20:26:43.411000+02:00
6,NOT_PRESENT,2022-03-28 20:34:18.489000+02:00
0,PRESENT,2022-03-29 10:42:54.303000+02:00
1,NOT_PRESENT,2022-03-29 11:08:32.769000+02:00
2,PRESENT,2022-03-29 15:45:47.799000+02:00
3,NOT_PRESENT,2022-03-29 16:04:39.276000+02:00
4,PRESENT,2022-03-29 16:04:42.803000+02:00
5,NOT_PRESENT,2022-03-29 17:14:08.462000+02:00
6,PRESENT,2022-03-29 17:56:15.472000+02:00
7,NOT_PRESENT,2022-03-29 18:04:08.379000+02:00
0,PRESENT,2022-03-30 10:50:27.763000+02:00
1,NOT_PRESENT,2022-03-30 11:07:58.502000+02:00
2,PRESENT,2022-03-30 11:08:46.091000+02:00
3,NOT_PRESENT,2022-03-30 11:46:27.570000+02:00
0,PRESENT,2022-03-31 10:02:11.042000+02:00
1,NOT_PRESENT,2022-03-31 10:11:06.862000+02:00
2,PRESENT,2022-03-31 14:53:28.380000+02:00
3,NOT_PRESENT,2022-03-31 15:29:50.721000+02:00
0,PRESENT,2022-04-01 07:56:12.935000+02:00
1,NOT_PRESENT,2022-04-01 09:58:54.187000+02:00
0,PRESENT,2022-04-02 11:25:42.749000+02:00
1,NOT_PRESENT,2022-04-02 11:33:15.455000+02:00
0,PRESENT,2022-04-03 09:28:13.678000+02:00
1,NOT_PRESENT,2022-04-03 10:00:49.304000+02:00
2,PRESENT,2022-04-03 10:37:26.277000+02:00
3,NOT_PRESENT,2022-04-03 10:38:54.566000+02:00
4,PRESENT,2022-04-03 10:51:06.776000+02:00
5,NOT_PRESENT,2022-04-03 12:50:54.340000+02:00
6,PRESENT,2022-04-03 12:54:30.272000+02:00
7,NOT_PRESENT,2022-04-03 13:46:03.032000+02:00
8,PRESENT,2022-04-03 13:48:06.653000+02:00
9,NOT_PRESENT,2022-04-03 14:07:48.101000+02:00
10,PRESENT,2022-04-03 16:11:02.396000+02:00
11,NOT_PRESENT,2022-04-03 16:33:34.824000+02:00
12,PRESENT,2022-04-03 16:35:50.681000+02:00
13,NOT_PRESENT,2022-04-03 17:04:41.546000+02:00
14,PRESENT,2022-04-03 17:08:14.921000+02:00
15,NOT_PRESENT,2022-04-03 17:54:47.212000+02:00
0,PRESENT,2022-04-04 00:01:17.633000+02:00
1,NOT_PRESENT,2022-04-04 08:06:25.252000+02:00
2,PRESENT,2022-04-04 09:08:37.601000+02:00
3,NOT_PRESENT,2022-04-04 09:49:37.163000+02:00
4,PRESENT,2022-04-04 10:28:55.138000+02:00
5,NOT_PRESENT,2022-04-04 15:28:40.596000+02:00
6,PRESENT,2022-04-04 17:02:53.352000+02:00
7,NOT_PRESENT,2022-04-04 17:13:54.824000+02:00
8,PRESENT,2022-04-04 18:20:08.109000+02:00
0,NOT_PRESENT,2022-04-05 08:37:45.402000+02:00
1,PRESENT,2022-04-05 15:32:34.811000+02:00
2,NOT_PRESENT,2022-04-05 18:52:26.761000+02:00
3,PRESENT,2022-04-05 19:52:16.109000+02:00
4,NOT_PRESENT,2022-04-05 21:02:28.023000+02:00
5,PRESENT,2022-04-05 21:02:46.132000+02:00
0,NOT_PRESENT,2022-04-06 07:28:00.410000+02:00
1,PRESENT,2022-04-06 07:28:13.430000+02:00
2,NOT_PRESENT,2022-04-06 07:44:52.227000+02:00
3,PRESENT,2022-04-06 17:09:17.131000+02:00
4,NOT_PRESENT,2022-04-06 17:35:09.568000+02:00
5,PRESENT,2022-04-06 19:50:41.020000+02:00
0,NOT_PRESENT,2022-04-07 08:20:12.910000+02:00
1,PRESENT,2022-04-07 08:21:17.698000+02:00
2,NOT_PRESENT,2022-04-07 08:33:38.497000+02:00
3,PRESENT,2022-04-07 08:33:42.032000+02:00
4,NOT_PRESENT,2022-04-07 08:36:32.484000+02:00
5,PRESENT,2022-04-07 08:36:36.682000+02:00
6,NOT_PRESENT,2022-04-07 10:31:34.700000+02:00
7,PRESENT,2022-04-07 11:52:10.583000+02:00
8,NOT_PRESENT,2022-04-07 11:57:08.954000+02:00
9,PRESENT,2022-04-07 16:52:07.896000+02:00
10,NOT_PRESENT,2022-04-07 16:53:37.761000+02:00
11,PRESENT,2022-04-07 18:45:32.215000+02:00
12,NOT_PRESENT,2022-04-07 19:22:45.351000+02:00
13,PRESENT,2022-04-07 20:55:13.621000+02:00
0,NOT_PRESENT,2022-04-08 07:56:19.965000+02:00
1,PRESENT,2022-04-08 07:56:22.203000+02:00
2,NOT_PRESENT,2022-04-08 16:21:48.075000+02:00
3,PRESENT,2022-04-08 16:31:03.837000+02:00
4,NOT_PRESENT,2022-04-08 16:40:35.995000+02:00
5,PRESENT,2022-04-08 16:40:45.881000+02:00
6,NOT_PRESENT,2022-04-08 17:23:00.665000+02:00
7,PRESENT,2022-04-08 19:41:12.020000+02:00
0,NOT_PRESENT,2022-04-09 09:48:02.258000+02:00
1,PRESENT,2022-04-09 10:47:53.723000+02:00
2,NOT_PRESENT,2022-04-09 11:19:01.783000+02:00
3,PRESENT,2022-04-09 11:38:27.167000+02:00
4,NOT_PRESENT,2022-04-09 13:10:00.453000+02:00
5,PRESENT,2022-04-09 15:50:29.961000+02:00
6,NOT_PRESENT,2022-04-09 17:03:10.050000+02:00
7,PRESENT,2022-04-09 18:03:38.234000+02:00
8,NOT_PRESENT,2022-04-09 18:59:22.477000+02:00
9,PRESENT,2022-04-09 21:08:36.139000+02:00
0,NOT_PRESENT,2022-04-10 07:49:51.703000+02:00
1,PRESENT,2022-04-10 08:04:18.842000+02:00
2,NOT_PRESENT,2022-04-10 11:33:26.673000+02:00
3,PRESENT,2022-04-10 13:02:26.873000+02:00
4,NOT_PRESENT,2022-04-10 14:09:13.137000+02:00
5,PRESENT,2022-04-10 15:37:13.496000+02:00
6,NOT_PRESENT,2022-04-10 17:07:20.040000+02:00
0,PRESENT,2022-04-11 17:58:25.184000+02:00
1,NOT_PRESENT,2022-04-11 18:55:55.035000+02:00
2,PRESENT,2022-04-11 18:56:17.149000+02:00
3,NOT_PRESENT,2022-04-11 20:24:52.378000+02:00
0,PRESENT,2022-04-11 22:12:40.576000+02:00
1,NOT_PRESENT,2022-04-12 06:40:26.651000+02:00
2,PRESENT,2022-04-12 06:50:21.956000+02:00
3,NOT_PRESENT,2022-04-12 08:19:04.529000+02:00
4,PRESENT,2022-04-12 09:09:44.317000+02:00
5,NOT_PRESENT,2022-04-12 09:10:06.876000+02:00
6,PRESENT,2022-04-12 09:10:17.479000+02:00
7,NOT_PRESENT,2022-04-12 09:19:39.497000+02:00
8,PRESENT,2022-04-12 09:20:36.602000+02:00
9,NOT_PRESENT,2022-04-12 09:27:19.409000+02:00
10,PRESENT,2022-04-12 19:49:45.423000+02:00
0,NOT_PRESENT,2022-04-12 21:42:58.184000+02:00
1,PRESENT,2022-04-13 04:58:49.147000+02:00
2,NOT_PRESENT,2022-04-13 07:57:28.480000+02:00
3,PRESENT,2022-04-13 07:57:43.264000+02:00
4,NOT_PRESENT,2022-04-13 08:38:37.615000+02:00
5,PRESENT,2022-04-13 08:38:48.842000+02:00
6,NOT_PRESENT,2022-04-13 09:20:04.036000+02:00
7,PRESENT,2022-04-13 09:20:11.947000+02:00
8,NOT_PRESENT,2022-04-13 10:20:54.515000+02:00
9,PRESENT,2022-04-13 10:28:32.498000+02:00
10,NOT_PRESENT,2022-04-13 18:28:48.058000+02:00
0,PRESENT,2022-04-14 10:48:36.950000+02:00
1,NOT_PRESENT,2022-04-14 11:37:46.503000+02:00
2,PRESENT,2022-04-14 11:38:12.637000+02:00
3,NOT_PRESENT,2022-04-14 11:43:45.995000+02:00
4,PRESENT,2022-04-14 15:05:38.811000+02:00
5,NOT_PRESENT,2022-04-14 17:40:19.213000+02:00
0,PRESENT,2022-04-15 10:28:31.089000+02:00
1,NOT_PRESENT,2022-04-15 12:31:07.584000+02:00
2,PRESENT,2022-04-15 16:58:35.692000+02:00
3,NOT_PRESENT,2022-04-15 19:23:26.617000+02:00
4,PRESENT,2022-04-15 20:00:07.599000+02:00
0,NOT_PRESENT,2022-04-15 21:42:47.737000+02:00
1,PRESENT,2022-04-15 21:43:00.087000+02:00
2,NOT_PRESENT,2022-04-15 21:46:33.373000+02:00
3,PRESENT,2022-04-16 08:52:18.167000+02:00
4,NOT_PRESENT,2022-04-16 08:53:27.285000+02:00
5,PRESENT,2022-04-16 14:44:34.133000+02:00
6,NOT_PRESENT,2022-04-16 16:48:47.459000+02:00
7,PRESENT,2022-04-16 16:49:08.605000+02:00
8,NOT_PRESENT,2022-04-16 18:26:26.964000+02:00
0,PRESENT,2022-04-17 08:36:55.133000+02:00
1,NOT_PRESENT,2022-04-17 17:14:20.222000+02:00
0,PRESENT,2022-04-18 08:47:06.079000+02:00
1,NOT_PRESENT,2022-04-18 09:15:32.678000+02:00
2,PRESENT,2022-04-18 09:15:43.431000+02:00
3,NOT_PRESENT,2022-04-18 09:18:02.090000+02:00
4,PRESENT,2022-04-18 09:24:20.494000+02:00
5,NOT_PRESENT,2022-04-18 09:35:21.616000+02:00
6,PRESENT,2022-04-18 11:45:03.420000+02:00
7,NOT_PRESENT,2022-04-18 16:26:29.493000+02:00
8,PRESENT,2022-04-18 16:48:04.738000+02:00
9,NOT_PRESENT,2022-04-18 16:49:23.352000+02:00
10,PRESENT,2022-04-18 18:03:18.777000+02:00
0,NOT_PRESENT,2022-04-19 08:04:06.764000+02:00
1,PRESENT,2022-04-19 09:34:14.111000+02:00
2,NOT_PRESENT,2022-04-19 10:58:04.584000+02:00
3,PRESENT,2022-04-19 11:00:41.422000+02:00
4,NOT_PRESENT,2022-04-19 12:17:36.348000+02:00
0,PRESENT,2022-04-20 08:59:29.340000+02:00
1,NOT_PRESENT,2022-04-20 09:36:53.722000+02:00
2,PRESENT,2022-04-20 09:36:55.994000+02:00
3,NOT_PRESENT,2022-04-20 10:28:21.521000+02:00
4,PRESENT,2022-04-20 11:58:18.018000+02:00
5,NOT_PRESENT,2022-04-20 11:58:19.660000+02:00
6,PRESENT,2022-04-20 12:01:54.628000+02:00
7,NOT_PRESENT,2022-04-20 12:10:20.858000+02:00
8,PRESENT,2022-04-20 12:15:52.555000+02:00
9,NOT_PRESENT,2022-04-20 12:53:24.594000+02:00
10,PRESENT,2022-04-20 13:40:57.050000+02:00
11,NOT_PRESENT,2022-04-20 13:47:39.914000+02:00
12,PRESENT,2022-04-20 14:30:12.038000+02:00
13,NOT_PRESENT,2022-04-20 14:43:50.427000+02:00
14,PRESENT,2022-04-20 19:23:32.685000+02:00
0,NOT_PRESENT,2022-04-21 07:34:51.501000+02:00
1,PRESENT,2022-04-21 07:35:17.714000+02:00
2,NOT_PRESENT,2022-04-21 07:42:17.101000+02:00
3,PRESENT,2022-04-21 07:42:24.985000+02:00
4,NOT_PRESENT,2022-04-21 07:42:27.871000+02:00
5,PRESENT,2022-04-21 07:42:36.394000+02:00
6,NOT_PRESENT,2022-04-21 08:09:19.976000+02:00
7,PRESENT,2022-04-21 11:51:02.065000+02:00
8,NOT_PRESENT,2022-04-21 11:55:44.203000+02:00
9,PRESENT,2022-04-21 11:57:59.636000+02:00
10,NOT_PRESENT,2022-04-21 12:55:54.645000+02:00
0,PRESENT,2022-04-21 21:48:04.839000+02:00
1,NOT_PRESENT,2022-04-22 07:27:39.043000+02:00
2,PRESENT,2022-04-22 07:48:05.625000+02:00
3,NOT_PRESENT,2022-04-22 11:09:32.343000+02:00
0,PRESENT,2022-04-23 10:16:32.002000+02:00
1,NOT_PRESENT,2022-04-23 18:12:10.391000+02:00
0,PRESENT,2022-04-24 08:12:41.391000+02:00
1,NOT_PRESENT,2022-04-24 08:59:18.113000+02:00
2,PRESENT,2022-04-24 08:59:29.333000+02:00
3,NOT_PRESENT,2022-04-24 11:42:13.400000+02:00
4,PRESENT,2022-04-24 11:42:16.295000+02:00
5,NOT_PRESENT,2022-04-24 12:33:14.681000+02:00
6,PRESENT,2022-04-24 15:19:54.144000+02:00
7,NOT_PRESENT,2022-04-24 16:12:57.851000+02:00
8,PRESENT,2022-04-24 16:13:10.867000+02:00
9,NOT_PRESENT,2022-04-24 19:39:07.880000+02:00
10,PRESENT,2022-04-24 19:39:20.151000+02:00
11,NOT_PRESENT,2022-04-24 19:48:51.088000+02:00
12,PRESENT,2022-04-24 20:16:04.214000+02:00
0,NOT_PRESENT,2022-04-25 08:58:11.532000+02:00
1,PRESENT,2022-04-25 10:21:10.053000+02:00
2,NOT_PRESENT,2022-04-25 10:31:07.435000+02:00
0,PRESENT,2022-04-26 15:26:15.766000+02:00
1,NOT_PRESENT,2022-04-26 15:44:46.488000+02:00
2,PRESENT,2022-04-26 15:44:50.071000+02:00
3,NOT_PRESENT,2022-04-26 17:04:43.559000+02:00
4,PRESENT,2022-04-26 17:04:50.949000+02:00
0,NOT_PRESENT,2022-04-28 07:54:07.666000+02:00
1,PRESENT,2022-04-28 07:54:18.256000+02:00
2,NOT_PRESENT,2022-04-28 10:22:07.922000+02:00
3,PRESENT,2022-04-28 12:25:50.889000+02:00
4,NOT_PRESENT,2022-04-28 18:44:46.507000+02:00
5,PRESENT,2022-04-28 18:48:46.988000+02:00
6,NOT_PRESENT,2022-04-28 18:52:39.972000+02:00
7,PRESENT,2022-04-28 19:13:06.110000+02:00
0,NOT_PRESENT,2022-04-29 09:00:46.070000+02:00
1,PRESENT,2022-04-29 11:46:41.533000+02:00
2,NOT_PRESENT,2022-04-29 12:59:35.282000+02:00
0,PRESENT,2022-04-30 07:31:20.362000+02:00
1,NOT_PRESENT,2022-04-30 09:44:30.809000+02:00
2,PRESENT,2022-04-30 09:46:38.540000+02:00
3,NOT_PRESENT,2022-04-30 09:46:45.798000+02:00
4,PRESENT,2022-04-30 14:56:08.672000+02:00
5,NOT_PRESENT,2022-04-30 15:01:12.595000+02:00
6,PRESENT,2022-04-30 15:01:17.889000+02:00
7,NOT_PRESENT,2022-04-30 17:22:21.720000+02:00
8,PRESENT,2022-04-30 17:22:28.302000+02:00
0,NOT_PRESENT,2022-05-01 09:25:47.028000+02:00
1,PRESENT,2022-05-01 09:28:06.476000+02:00
2,NOT_PRESENT,2022-05-01 10:35:53.520000+02:00
3,PRESENT,2022-05-01 12:22:52.673000+02:00
4,NOT_PRESENT,2022-05-01 13:19:12.368000+02:00
5,PRESENT,2022-05-01 16:20:25.688000+02:00
6,NOT_PRESENT,2022-05-01 16:21:12.378000+02:00
7,PRESENT,2022-05-01 16:22:09.096000+02:00
8,NOT_PRESENT,2022-05-01 18:36:39.804000+02:00
9,PRESENT,2022-05-01 18:36:47.872000+02:00
10,NOT_PRESENT,2022-05-01 18:45:04.500000+02:00
11,PRESENT,2022-05-01 18:46:41.928000+02:00
12,NOT_PRESENT,2022-05-01 19:41:09.952000+02:00
13,PRESENT,2022-05-01 19:41:18.700000+02:00
14,NOT_PRESENT,2022-05-01 19:59:55.880000+02:00
0,PRESENT,2022-05-02 08:15:39.187000+02:00
1,NOT_PRESENT,2022-05-02 12:30:24.894000+02:00
0,PRESENT,2022-05-02 22:16:51.099000+02:00
1,NOT_PRESENT,2022-05-03 05:31:57.081000+02:00
2,PRESENT,2022-05-03 05:31:59.956000+02:00
3,NOT_PRESENT,2022-05-03 11:34:38.278000+02:00
4,PRESENT,2022-05-03 11:34:41.163000+02:00
5,NOT_PRESENT,2022-05-03 11:42:48.384000+02:00
6,PRESENT,2022-05-03 11:43:02.508000+02:00
0,NOT_PRESENT,2022-05-04 13:53:15.251000+02:00
0,PRESENT,2022-05-05 17:47:43.483000+02:00
0,NOT_PRESENT,2022-05-05 21:24:03.565000+02:00
0,PRESENT,2022-05-07 11:03:00.296000+02:00
1,NOT_PRESENT,2022-05-07 12:31:44.325000+02:00
2,PRESENT,2022-05-07 12:32:04.816000+02:00
0,NOT_PRESENT,2022-05-08 12:10:42.379000+02:00
1,PRESENT,2022-05-08 12:11:04.496000+02:00
0,NOT_PRESENT,2022-05-09 08:46:41.739000+02:00
1,PRESENT,2022-05-09 08:47:27.267000+02:00
0,NOT_PRESENT,2022-05-10 12:37:38.963000+02:00
1,PRESENT,2022-05-10 12:38:08.589000+02:00
0,NOT_PRESENT,2022-05-11 18:22:20.726000+02:00
1,PRESENT,2022-05-11 18:41:50.458000+02:00
0,NOT_PRESENT,2022-05-11 21:26:44.271000+02:00
1,PRESENT,2022-05-11 21:27:09.039000+02:00
2,NOT_PRESENT,2022-05-12 17:08:09.235000+02:00
3,PRESENT,2022-05-12 17:08:18.632000+02:00
4,NOT_PRESENT,2022-05-12 17:27:28.223000+02:00
5,PRESENT,2022-05-12 17:27:34.490000+02:00
0,NOT_PRESENT,2022-05-13 08:17:07.188000+02:00
1,PRESENT,2022-05-13 08:17:40.168000+02:00
2,NOT_PRESENT,2022-05-13 08:50:18.743000+02:00
3,PRESENT,2022-05-13 09:58:54.482000+02:00
4,NOT_PRESENT,2022-05-13 10:22:49.097000+02:00
5,PRESENT,2022-05-13 10:23:08.545000+02:00
0,NOT_PRESENT,2022-05-14 09:26:06.878000+02:00
1,PRESENT,2022-05-14 12:38:46.517000+02:00
2,NOT_PRESENT,2022-05-14 14:28:20.532000+02:00
3,PRESENT,2022-05-14 14:28:24.058000+02:00
4,NOT_PRESENT,2022-05-14 14:34:29.812000+02:00
5,PRESENT,2022-05-14 14:34:39.065000+02:00
6,NOT_PRESENT,2022-05-14 14:44:16.837000+02:00
7,PRESENT,2022-05-14 14:53:31.773000+02:00
0,NOT_PRESENT,2022-05-15 07:31:01.999000+02:00
0,PRESENT,2022-05-16 12:28:07.894000+02:00
1,NOT_PRESENT,2022-05-16 12:37:54.850000+02:00
2,PRESENT,2022-05-16 12:38:19.818000+02:00
3,NOT_PRESENT,2022-05-16 13:11:03.223000+02:00
4,PRESENT,2022-05-16 16:07:23.286000+02:00
5,NOT_PRESENT,2022-05-16 16:07:42.850000+02:00
6,PRESENT,2022-05-16 20:20:13.400000+02:00
7,NOT_PRESENT,2022-05-16 20:28:43.595000+02:00
8,PRESENT,2022-05-16 20:29:43.568000+02:00
9,NOT_PRESENT,2022-05-16 20:41:13.480000+02:00
10,PRESENT,2022-05-16 20:46:12.816000+02:00
0,NOT_PRESENT,2022-05-17 09:23:46.510000+02:00
1,PRESENT,2022-05-17 09:23:58.355000+02:00
2,NOT_PRESENT,2022-05-17 09:55:34.176000+02:00
3,PRESENT,2022-05-17 20:21:23.880000+02:00
0,NOT_PRESENT,2022-05-18 08:16:43.195000+02:00
1,PRESENT,2022-05-18 19:55:58.726000+02:00
2,NOT_PRESENT,2022-05-18 20:00:12.502000+02:00
3,PRESENT,2022-05-18 20:00:19.145000+02:00
4,NOT_PRESENT,2022-05-18 20:00:41.256000+02:00
5,PRESENT,2022-05-18 20:03:28.323000+02:00
6,NOT_PRESENT,2022-05-18 20:16:30.683000+02:00
7,PRESENT,2022-05-18 20:17:53.065000+02:00
8,NOT_PRESENT,2022-05-18 20:20:43.310000+02:00
9,PRESENT,2022-05-18 20:25:53.473000+02:00
10,NOT_PRESENT,2022-05-18 20:25:56.796000+02:00
11,PRESENT,2022-05-18 20:26:01.452000+02:00
12,NOT_PRESENT,2022-05-18 20:27:33.552000+02:00
13,PRESENT,2022-05-18 20:27:36.230000+02:00
14,NOT_PRESENT,2022-05-18 20:28:48.167000+02:00
15,PRESENT,2022-05-18 20:28:52.167000+02:00
0,NOT_PRESENT,2022-05-18 21:32:43.681000+02:00
1,PRESENT,2022-05-18 21:32:56.659000+02:00
2,NOT_PRESENT,2022-05-18 21:38:46.729000+02:00
3,PRESENT,2022-05-18 21:38:50.713000+02:00
4,NOT_PRESENT,2022-05-18 22:35:55.461000+02:00
5,PRESENT,2022-05-18 22:35:57.681000+02:00
6,NOT_PRESENT,2022-05-18 23:33:12.678000+02:00
7,PRESENT,2022-05-19 00:06:52.489000+02:00
8,NOT_PRESENT,2022-05-19 10:04:53.189000+02:00
0,PRESENT,2022-05-19 22:39:45.183000+02:00
1,NOT_PRESENT,2022-05-19 23:08:37.237000+02:00
2,PRESENT,2022-05-19 23:08:40.156000+02:00
3,NOT_PRESENT,2022-05-19 23:14:00.516000+02:00
4,PRESENT,2022-05-19 23:14:02.788000+02:00
5,NOT_PRESENT,2022-05-20 00:43:02.582000+02:00
6,PRESENT,2022-05-20 00:43:14.827000+02:00
7,NOT_PRESENT,2022-05-20 08:39:01.559000+02:00
8,PRESENT,2022-05-20 08:53:22.813000+02:00
9,NOT_PRESENT,2022-05-20 09:05:12.543000+02:00
10,PRESENT,2022-05-20 18:54:04.816000+02:00
11,NOT_PRESENT,2022-05-20 18:54:26.862000+02:00
12,PRESENT,2022-05-20 18:56:00.587000+02:00
13,NOT_PRESENT,2022-05-20 18:58:14.650000+02:00
0,PRESENT,2022-05-21 10:35:29.052000+02:00
1,NOT_PRESENT,2022-05-21 14:48:02.200000+02:00
2,PRESENT,2022-05-21 16:27:08.995000+02:00
3,NOT_PRESENT,2022-05-21 16:40:49.941000+02:00
4,PRESENT,2022-05-21 16:41:00.611000+02:00
5,NOT_PRESENT,2022-05-21 18:20:59.059000+02:00
0,PRESENT,2022-05-22 13:23:36.050000+02:00
1,NOT_PRESENT,2022-05-22 15:15:38.397000+02:00
2,PRESENT,2022-05-22 15:15:47.042000+02:00
3,NOT_PRESENT,2022-05-22 16:12:20.804000+02:00
4,PRESENT,2022-05-22 16:12:33.771000+02:00
5,NOT_PRESENT,2022-05-22 16:31:53.309000+02:00
0,PRESENT,2022-05-23 17:29:49.684000+02:00
1,NOT_PRESENT,2022-05-23 17:40:40.158000+02:00
2,PRESENT,2022-05-23 17:40:43.075000+02:00
3,NOT_PRESENT,2022-05-23 17:41:00.485000+02:00
0,PRESENT,2022-05-25 10:59:08.217000+02:00
1,NOT_PRESENT,2022-05-25 11:03:24.233000+02:00
2,PRESENT,2022-05-25 11:03:44.643000+02:00
3,NOT_PRESENT,2022-05-25 17:04:33.980000+02:00
4,PRESENT,2022-05-25 17:26:55.357000+02:00
5,NOT_PRESENT,2022-05-25 18:26:16.581000+02:00
0,PRESENT,2022-05-25 21:45:22.849000+02:00
1,NOT_PRESENT,2022-05-25 21:45:28.869000+02:00
2,PRESENT,2022-05-25 21:51:25.467000+02:00
3,NOT_PRESENT,2022-05-25 21:55:02.715000+02:00
4,PRESENT,2022-05-25 21:56:27.236000+02:00
5,NOT_PRESENT,2022-05-26 00:28:19.136000+02:00
6,PRESENT,2022-05-26 10:33:42.721000+02:00
7,NOT_PRESENT,2022-05-26 11:11:42.191000+02:00
8,PRESENT,2022-05-26 13:07:07.797000+02:00
9,NOT_PRESENT,2022-05-26 13:13:59.694000+02:00
10,PRESENT,2022-05-26 17:38:36.158000+02:00
11,NOT_PRESENT,2022-05-26 18:04:01.138000+02:00
12,PRESENT,2022-05-26 18:04:27.766000+02:00
13,NOT_PRESENT,2022-05-26 18:04:37.083000+02:00
14,PRESENT,2022-05-26 18:39:01.317000+02:00
15,NOT_PRESENT,2022-05-26 18:40:09.230000+02:00
0,PRESENT,2022-05-26 21:48:40.933000+02:00
1,NOT_PRESENT,2022-05-26 21:53:08.062000+02:00
2,PRESENT,2022-05-26 22:21:39.314000+02:00
3,NOT_PRESENT,2022-05-26 22:27:00.963000+02:00
4,PRESENT,2022-05-27 08:38:08.431000+02:00
5,NOT_PRESENT,2022-05-27 09:28:00.798000+02:00
0,PRESENT,2022-05-28 11:19:47.076000+02:00
1,NOT_PRESENT,2022-05-28 11:27:34.745000+02:00
0,PRESENT,2022-05-29 08:40:57.361000+02:00
1,NOT_PRESENT,2022-05-29 09:03:11.301000+02:00
2,PRESENT,2022-05-29 13:10:44.704000+02:00
0,NOT_PRESENT,2022-05-29 22:02:01.682000+02:00
1,PRESENT,2022-05-29 22:03:47.091000+02:00
2,NOT_PRESENT,2022-05-30 00:41:41.318000+02:00
3,PRESENT,2022-05-30 01:31:59.746000+02:00
4,NOT_PRESENT,2022-05-30 09:55:41.851000+02:00
0,PRESENT,2022-05-31 18:59:23.080000+02:00
0,NOT_PRESENT,2022-06-01 08:42:42.861000+02:00
1,PRESENT,2022-06-01 13:40:09.609000+02:00
2,NOT_PRESENT,2022-06-01 13:40:11.880000+02:00
3,PRESENT,2022-06-01 16:46:04.827000+02:00
4,NOT_PRESENT,2022-06-01 18:55:55.273000+02:00
0,PRESENT,2022-06-01 21:21:35.471000+02:00
1,NOT_PRESENT,2022-06-01 23:27:05.061000+02:00
2,PRESENT,2022-06-02 07:41:43.430000+02:00
3,NOT_PRESENT,2022-06-02 08:18:23.202000+02:00
0,PRESENT,2022-06-02 21:50:56.243000+02:00
1,NOT_PRESENT,2022-06-02 22:17:13.314000+02:00
2,PRESENT,2022-06-03 08:40:07.055000+02:00
3,NOT_PRESENT,2022-06-03 09:05:20.938000+02:00
4,PRESENT,2022-06-03 09:05:37.334000+02:00
5,NOT_PRESENT,2022-06-03 09:13:11.747000+02:00
6,PRESENT,2022-06-03 09:13:19.126000+02:00
7,NOT_PRESENT,2022-06-03 09:23:20.065000+02:00
8,PRESENT,2022-06-03 09:23:36.462000+02:00
9,NOT_PRESENT,2022-06-03 09:51:23.743000+02:00
10,PRESENT,2022-06-03 09:51:33.808000+02:00
11,NOT_PRESENT,2022-06-03 10:34:06.573000+02:00
12,PRESENT,2022-06-03 10:35:45.144000+02:00
13,NOT_PRESENT,2022-06-03 10:37:42.780000+02:00
14,PRESENT,2022-06-03 10:45:23.248000+02:00
15,NOT_PRESENT,2022-06-03 11:24:45.638000+02:00
16,PRESENT,2022-06-03 12:38:30.634000+02:00
17,NOT_PRESENT,2022-06-03 12:39:17.776000+02:00
18,PRESENT,2022-06-03 13:36:50.780000+02:00
19,NOT_PRESENT,2022-06-03 16:26:25.345000+02:00
20,PRESENT,2022-06-03 18:29:13.283000+02:00
21,NOT_PRESENT,2022-06-03 18:37:00.949000+02:00
22,PRESENT,2022-06-03 18:37:03.818000+02:00
23,NOT_PRESENT,2022-06-03 18:39:01.287000+02:00
24,PRESENT,2022-06-03 18:39:02.890000+02:00
25,NOT_PRESENT,2022-06-03 19:52:20.669000+02:00
26,PRESENT,2022-06-03 20:30:11.608000+02:00
27,NOT_PRESENT,2022-06-03 20:34:05.187000+02:00
